foi_name	foi_obs	n_fois	bg_obs	n_bgs	odds_ratio	p_val	test_type		
Crohns_disease	4	232	178	14182	1.39	5.41e-01	Fisher-Exact		
D-dimer_levels	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Dental_caries	0	65	178	14182	0.00	1.00e+00	Fisher-Exact		
Diabetic_retinopathy	0	28	178	14182	0.00	1.00e+00	Fisher-Exact		
Dialysis-related_mortality	1	26	178	14182	3.16	2.80e-01	Fisher-Exact		
Diastolic_blood_pressure	0	36	178	14182	0.00	1.00e+00	Fisher-Exact		
Disc_degeneration_lumbar	1	112	178	14182	0.71	1.00e+00	Fisher-Exact		
DNA_methylation_variation	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Eating_disorders	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences	1	17	178	14182	4.94	1.93e-01	Fisher-Exact		
Economic_and_political_preferences_environmentalism	0	21	178	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_immigration-crime	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Electrocardiographic_traits	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Endometriosis	1	27	178	14182	3.04	2.89e-01	Fisher-Exact		
End-stage_coagulation	0	23	178	14182	0.00	1.00e+00	Fisher-Exact		
Erectile_dysfunction_and_prostate_cancer_treatment	0	23	178	14182	0.00	1.00e+00	Fisher-Exact		
Estradiol_plasma_levels_breast_cancer	0	18	178	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits_interaction_with_BMI	0	31	178	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_insulin-related_traits_interaction_with_BMI	1	20	178	14182	4.16	2.23e-01	Fisher-Exact		
F-cell_distribution	0	30	178	14182	0.00	1.00e+00	Fisher-Exact		
Follicular_lymphoma	0	22	178	14182	0.00	1.00e+00	Fisher-Exact		
Glycated_hemoglobin_levels	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Graves_disease	1	79	178	14182	1.01	1.00e+00	Fisher-Exact		
Hair_morphology	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
HDL_cholesterol	0	106	178	14182	0.00	6.46e-01	Fisher-Exact		
Heart_failure	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Heart_rate	0	37	178	14182	0.00	1.00e+00	Fisher-Exact		
Height	6	514	178	14182	0.93	1.00e+00	Fisher-Exact		
Hematological_and_biochemical_traits	0	27	178	14182	0.00	1.00e+00	Fisher-Exact		
Hematological_parameters	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Hematology_traits	2	30	178	14182	5.67	5.42e-02	Fisher-Exact		
Hemostatic_factors_and_hematological_phenotypes	0	29	178	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B	0	32	178	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_vaccine_response	0	20	178	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_viral_clearance	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_C_induced_liver_cirrhosis	0	38	178	14182	0.00	1.00e+00	Fisher-Exact		
Hepatocellular_carcinoma	0	29	178	14182	0.00	1.00e+00	Fisher-Exact		
Hip_geometry	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Hippocampal_atrophy	0	31	178	14182	0.00	1.00e+00	Fisher-Exact		
HIV-1_control	1	138	178	14182	0.57	1.00e+00	Fisher-Exact		
HIV-1_susceptibility	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Hodgkins_lymphoma	0	29	178	14182	0.00	1.00e+00	Fisher-Exact		
Hypertension	0	47	178	14182	0.00	1.00e+00	Fisher-Exact		
Hypothyroidism	0	33	178	14182	0.00	1.00e+00	Fisher-Exact		
IgA_nephropathy	0	26	178	14182	0.00	1.00e+00	Fisher-Exact		
IgE_grass_sensitization	1	15	178	14182	5.65	1.73e-01	Fisher-Exact		
IgE_levels	0	41	178	14182	0.00	1.00e+00	Fisher-Exact		
IgG_glycosylation	3	473	178	14182	0.49	2.92e-01	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IFN-alpha	0	39	178	14182	0.00	1.00e+00	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IL-2	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Immune_response_to_smallpox_vaccine_IL-6	0	46	178	14182	0.00	1.00e+00	Fisher-Exact		
Immunoglobulin_A	0	23	178	14182	0.00	1.00e+00	Fisher-Exact		
Inattentive_symptoms	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_biomarkers	1	26	178	14182	3.16	2.80e-01	Fisher-Exact		
Inflammatory_bowel_disease	4	128	178	14182	2.57	7.76e-02	Fisher-Exact		
Information_processing_speed	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Intelligence	0	55	178	14182	0.00	1.00e+00	Fisher-Exact		
Interstitial_lung_disease	0	24	178	14182	0.00	1.00e+00	Fisher-Exact		
Iron_status_biomarkers	0	30	178	14182	0.00	1.00e+00	Fisher-Exact		
Kawasaki_disease	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
LDL_cholesterol	2	93	178	14182	1.74	3.26e-01	Fisher-Exact		
Lipid_metabolism_phenotypes	1	47	178	14182	1.71	4.48e-01	Fisher-Exact		
Lipoprotein-associated_phospholipase_A2_activity_and_mass	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Liver_enzyme_levels_gamma-glutamyl_transferase	1	26	178	14182	3.16	2.80e-01	Fisher-Exact		
Longevity	0	43	178	14182	0.00	1.00e+00	Fisher-Exact		
Lung_adenocarcinoma	1	29	178	14182	2.82	3.07e-01	Fisher-Exact		
Lung_cancer	1	43	178	14182	1.88	4.20e-01	Fisher-Exact		
Lymphoma	0	47	178	14182	0.00	1.00e+00	Fisher-Exact		
Major_depressive_disorder	0	75	178	14182	0.00	1.00e+00	Fisher-Exact		
Mean_corpuscular_hemoglobin	1	30	178	14182	2.72	3.16e-01	Fisher-Exact		
Mean_corpuscular_volume	0	38	178	14182	0.00	1.00e+00	Fisher-Exact		
Mean_platelet_volume	0	51	178	14182	0.00	1.00e+00	Fisher-Exact		
Melanoma	1	18	178	14182	4.65	2.03e-01	Fisher-Exact		
Menarche_age_at_onset	1	65	178	14182	1.23	5.61e-01	Fisher-Exact		
Menopause_age_at_onset	1	46	178	14182	1.75	4.41e-01	Fisher-Exact		
Metabolic_syndrome	1	51	178	14182	1.58	4.75e-01	Fisher-Exact		
Metabolic_syndrome_bivariate_traits	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_traits	0	48	178	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels	2	98	178	14182	1.65	3.49e-01	Fisher-Exact		
Metabolite_levels_HVA-MHPG_ratio	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels_MHPG	0	20	178	14182	0.00	1.00e+00	Fisher-Exact		
Methotrexate_phramacokinetics_acute_lymphoblastic_leukemia	1	21	178	14182	3.95	2.33e-01	Fisher-Exact		
Migraine	2	70	178	14182	2.33	2.19e-01	Fisher-Exact		
Migraine_clinic-based	0	37	178	14182	0.00	1.00e+00	Fisher-Exact		
Migraine_with_aura	1	23	178	14182	3.59	2.52e-01	Fisher-Exact		
Migraine_without_aura	1	43	178	14182	1.88	4.20e-01	Fisher-Exact		
Multiple_myeloma_IgH_translocation	0	22	178	14182	0.00	1.00e+00	Fisher-Exact		
Multiple_sclerosis	5	211	178	14182	1.94	1.95e-01	Fisher-Exact		
Multiple_sclerosis_OCB_status	0	42	178	14182	0.00	1.00e+00	Fisher-Exact		
Myopia_pathological	2	77	178	14182	2.11	2.52e-01	Fisher-Exact		
Nasopharyngeal_carcinoma	0	47	178	14182	0.00	1.00e+00	Fisher-Exact		
Nephropathy	0	30	178	14182	0.00	1.00e+00	Fisher-Exact		
Neutrophil_count	0	22	178	14182	0.00	1.00e+00	Fisher-Exact		
Nodular_sclerosis_Hodgkin_lymphoma	1	36	178	14182	2.25	3.66e-01	Fisher-Exact		
Non-alcoholic_fatty_liver_disease_histology_other	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Non-small_cell_lung_cancer	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
O2V5HT~F	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Obesity	0	77	178	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_early_onset_extreme	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_extreme	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Obesity-related_traits	17	847	178	14182	1.00	6.17e-02	Chi-squared		
Orofacial_clefts	0	45	178	14182	0.00	1.00e+00	Fisher-Exact		
Pancreatic_cancer	1	39	178	14182	2.08	3.89e-01	Fisher-Exact		
Panic_disorder	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Parkinsons_disease	1	87	178	14182	0.91	1.00e+00	Fisher-Exact		
Periodontal_microbiota	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Personality_dimensions	0	20	178	14182	0.00	1.00e+00	Fisher-Exact		
Phospholipid_levels_plasma	2	71	178	14182	2.29	2.24e-01	Fisher-Exact		
Platelet_aggregation	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_counts	2	85	178	14182	1.91	2.89e-01	Fisher-Exact		
PLF201~O	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Post-traumatic_stress_disorder_asjusted_for_relatedness	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Preeclampsia	0	24	178	14182	0.00	1.00e+00	Fisher-Exact		
Primary_biliary_cirrhosis	1	68	178	14182	1.18	5.77e-01	Fisher-Exact		
Primary_tooth_development_number_of_teeth	0	20	178	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_time_to_first_tooth_eruption	1	19	178	14182	4.39	2.13e-01	Fisher-Exact		
PR_interval	1	26	178	14182	3.16	2.80e-01	Fisher-Exact		
Prostate_cancer	3	114	178	14182	2.15	1.73e-01	Fisher-Exact		
Prostate_cancer_gene_x_gene_interaction	0	56	178	14182	0.00	1.00e+00	Fisher-Exact		
Protein_quantitative_trait_loci	1	54	178	14182	1.49	4.95e-01	Fisher-Exact		
Psoriasis	0	63	178	14182	0.00	1.00e+00	Fisher-Exact		
Pubertal_anthropometrics	1	34	178	14182	2.39	3.49e-01	Fisher-Exact		
Pulmonary_function	0	85	178	14182	0.00	6.30e-01	Fisher-Exact		
Pulmonary_function_decline	1	39	178	14182	2.08	3.89e-01	Fisher-Exact		
Pulmonary_function_interaction	0	74	178	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval	0	76	178	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval_interaction	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Quantitative_traits	0	28	178	14182	0.00	1.00e+00	Fisher-Exact		
Red_blood_cell_traits	1	60	178	14182	1.34	5.32e-01	Fisher-Exact		
Refractive_error	0	29	178	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_BUN	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_eGRFcrea	1	15	178	14182	5.65	1.73e-01	Fisher-Exact		
Response_to_amphetamines	0	91	178	14182	0.00	6.33e-01	Fisher-Exact		
Response_to_angiotensin_II_receptor_blocker_therapy	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antidepressant_treatment	0	22	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_therapy_extrapyramidal_side_effects	0	18	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_treatment	1	61	178	14182	1.31	5.38e-01	Fisher-Exact		
Response_to_citalopram_treatment	0	18	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_hepatitis_C_treatment	1	15	178	14182	5.65	1.73e-01	Fisher-Exact		
Response_to_statin_therapy	0	39	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_taxane_treatment_docetaxel	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_tocilizumab_in_rheumatoid_arthritis	0	28	178	14182	0.00	1.00e+00	Fisher-Exact		
Retinopathy_in_non-diabetics	1	16	178	14182	5.27	1.83e-01	Fisher-Exact		
Rheumatoid_arthritis	3	153	178	14182	1.58	4.45e-01	Fisher-Exact		
RR_interval_heart_rate	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Schizophrenia	1	154	178	14182	0.51	1.00e+00	Fisher-Exact		
Select_biomarker_traits	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Self-reported_allergy	1	45	178	14182	1.79	4.34e-01	Fisher-Exact		
Sex_hormone-binding_globulin_levels	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Smoking_behavior	1	41	178	14182	1.97	4.05e-01	Fisher-Exact		
Stevens-Johnson_syndrome_and_toxic_epidermal_necrolysis_SJS-TEN	0	33	178	14182	0.00	1.00e+00	Fisher-Exact		
Subcutaneous_adipose_tissue	1	37	178	14182	2.19	3.74e-01	Fisher-Exact		
Sudden_cardiac_arrest	2	50	178	14182	3.30	1.30e-01	Fisher-Exact		
Systemic_lupus_erythematosus	5	141	178	14182	2.95	3.25e-02	Fisher-Exact		
Systemic_lupus_erythematosus_and_Systemic_sclerosis	0	20	178	14182	0.00	1.00e+00	Fisher-Exact		
Systemic_sclerosis	1	65	178	14182	1.23	5.61e-01	Fisher-Exact		
Systolic_blood_pressure	0	35	178	14182	0.00	1.00e+00	Fisher-Exact		
Tanning	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Telomere_length	1	22	178	14182	3.76	2.43e-01	Fisher-Exact		
Temperament	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Testicular_germ_cell_tumor	0	21	178	14182	0.00	1.00e+00	Fisher-Exact		
Thiazide-induced_adverse_metabolic_effects_in_hypertensive_patients	0	59	178	14182	0.00	1.00e+00	Fisher-Exact		
Thyroid_hormone_levels	0	26	178	14182	0.00	1.00e+00	Fisher-Exact		
Total_ventricular_volume	0	19	178	14182	0.00	1.00e+00	Fisher-Exact		
Triglycerides	2	89	178	14182	1.82	3.08e-01	Fisher-Exact		
Tuberculosis	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
Type_1_diabetes	1	95	178	14182	0.84	1.00e+00	Fisher-Exact		
Type_1_diabetes_autoantibodies	0	22	178	14182	0.00	1.00e+00	Fisher-Exact		
Type_2_diabetes	0	148	178	14182	0.00	2.69e-01	Fisher-Exact		
Ulcerative_colitis	2	179	178	14182	0.89	1.00e+00	Fisher-Exact		
Urate_levels	4	73	178	14182	4.64	1.33e-02	Fisher-Exact		
Uric_acid_levels	0	34	178	14182	0.00	1.00e+00	Fisher-Exact		
Venous_thromboembolism	0	16	178	14182	0.00	1.00e+00	Fisher-Exact		
Ventricular_conduction	0	25	178	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_adipose_tissue_adjusted_for_BMI	0	48	178	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_adipose_tissue-subcutaneous_adipose_tissue_ratio	0	40	178	14182	0.00	1.00e+00	Fisher-Exact		
Visceral_fat	0	45	178	14182	0.00	1.00e+00	Fisher-Exact		
Vitiligo	1	68	178	14182	1.18	5.77e-01	Fisher-Exact		
Waist_circumference	0	17	178	14182	0.00	1.00e+00	Fisher-Exact		
Waist-hip_ratio	0	26	178	14182	0.00	1.00e+00	Fisher-Exact		
Weight	0	39	178	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_count	0	37	178	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_types	0	32	178	14182	0.00	1.00e+00	Fisher-Exact		
Word_reading	0	15	178	14182	0.00	1.00e+00	Fisher-Exact		
###POLR2A	No Description###
Activated_partial_thromboplastin_time	1	17	865	14182	0.96	1.00e+00	Fisher-Exact		
Acute_lymphoblastic_leukemia_childhood	0	37	865	14182	0.00	1.69e-01	Fisher-Exact		
Adiponectin_levels	3	44	865	14182	1.13	7.49e-01	Fisher-Exact		
Age-related_macular_degeneration	5	124	865	14182	0.64	4.50e-01	Fisher-Exact		
Age-related_macular_degeneration_CNV	0	18	865	14182	0.00	6.23e-01	Fisher-Exact		
Age-related_macular_degeneration_GA	0	21	865	14182	0.00	6.36e-01	Fisher-Exact		
AIDS_progression	1	25	865	14182	0.64	1.00e+00	Fisher-Exact		
Airflow_obstruction	2	30	865	14182	1.10	7.05e-01	Fisher-Exact		
Alcohol_consumption	1	21	865	14182	0.77	1.00e+00	Fisher-Exact		
Alcohol_dependence	0	22	865	14182	0.00	6.42e-01	Fisher-Exact		
Allergic_sensitization	3	22	865	14182	2.44	1.47e-01	Fisher-Exact		
Alzheimers_disease	5	67	865	14182	1.24	6.04e-01	Fisher-Exact		
Alzheimers_disease_biomarkers	4	21	865	14182	3.63	3.58e-02	Fisher-Exact		
Alzheimers_disease_cognitive_decline	3	44	865	14182	1.13	7.49e-01	Fisher-Exact		
Alzheimers_disease_late_onset	2	35	865	14182	0.93	1.00e+00	Fisher-Exact		
Amyotrophic_lateral_sclerosis	1	54	865	14182	0.29	2.60e-01	Fisher-Exact		
Ankylosing_spondylitis	3	33	865	14182	1.54	4.52e-01	Fisher-Exact		
Anorexia_nervosa	0	24	865	14182	0.00	3.98e-01	Fisher-Exact		
Antineutrophil_cytoplasmic_antibody-associated_vasculitis	1	26	865	14182	0.62	1.00e+00	Fisher-Exact		
Asthma	7	128	865	14182	0.89	1.00e+00	Fisher-Exact		
Atopic_dermatitis	3	51	865	14182	0.96	1.00e+00	Fisher-Exact		
Atrial_fibrillation	2	20	865	14182	1.71	3.47e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder	4	75	865	14182	0.87	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_and_conduct_disorder	0	26	865	14182	0.00	4.04e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_combined_symptoms	2	21	865	14182	1.62	3.70e-01	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_hyperactivity-impulsivity_symptoms	1	25	865	14182	0.64	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_inattention_symptoms	0	22	865	14182	0.00	6.42e-01	Fisher-Exact		
Autism_spectrum_disorder_attention_deficit-hyperactivity_disorder_bipolar_disorder_major_depressive_disorder_and_schizophrenia_combined	3	106	865	14182	0.45	2.18e-01	Fisher-Exact		
Behcets_disease	0	30	865	14182	0.00	2.58e-01	Fisher-Exact		
Beta-2_microglubulin_plasma_levels	3	38	865	14182	1.32	5.03e-01	Fisher-Exact		
Bilirubin_levels	2	45	865	14182	0.72	1.00e+00	Fisher-Exact		
Biochemical_measures	0	16	865	14182	0.00	6.20e-01	Fisher-Exact		
Bipolar_disorder	8	125	865	14182	1.05	8.50e-01	Fisher-Exact		
Bipolar_disorder_and_schizophrenia	2	133	865	14182	0.23	1.76e-02	Fisher-Exact		
Bipolar_disorder_mood-incongruent	0	16	865	14182	0.00	6.20e-01	Fisher-Exact		
Blood_pressure	6	57	865	14182	1.82	1.60e-01	Fisher-Exact		
Body_mass_index	5	124	865	14182	0.64	4.50e-01	Fisher-Exact		
Bone_mineral_density	7	98	865	14182	1.19	6.69e-01	Fisher-Exact		
Bone_mineral_density_hip	3	26	865	14182	2.01	2.09e-01	Fisher-Exact		
Bone_mineral_density_spine	3	33	865	14182	1.54	4.52e-01	Fisher-Exact		
Brain_structure	1	21	865	14182	0.77	1.00e+00	Fisher-Exact		
Breast_cancer	9	140	865	14182	1.06	8.58e-01	Fisher-Exact		
Breast_size	2	31	865	14182	1.06	7.14e-01	Fisher-Exact		
Bulimia_nervosa	1	23	865	14182	0.70	1.00e+00	Fisher-Exact		
Capecitabine_sensitivity	0	24	865	14182	0.00	3.98e-01	Fisher-Exact		
Cardiac_hypertrophy	1	26	865	14182	0.62	1.00e+00	Fisher-Exact		
Cardiac_Troponin-T_levels	1	17	865	14182	0.96	1.00e+00	Fisher-Exact		
Cardiovascular_disease_risk_factors	4	34	865	14182	2.06	1.51e-01	Fisher-Exact		
Celiac_disease	8	49	865	14182	3.02	9.00e-03	Fisher-Exact		
Celiac_disease_and_Rheumatoid_arthritis	5	15	865	14182	7.74	1.50e-03	Fisher-Exact		
Cervical_cancer	0	34	865	14182	0.00	2.68e-01	Fisher-Exact		
Cholesterol_total	12	71	865	14182	3.00	3.65e-04	Chi-squared		
Chronic_hepatitis_B_infection	2	45	865	14182	0.72	1.00e+00	Fisher-Exact		
Chronic_kidney_disease	4	29	865	14182	2.47	9.73e-02	Fisher-Exact		
Chronic_lymphocytic_leukemia	13	57	865	14182	4.00	5.61e-07	Chi-squared		
Chronic_obstructive_pulmonary_disease	0	20	865	14182	0.00	6.31e-01	Fisher-Exact		
Chronic_obstructive_pulmonary_disease-related_biomarkers	2	55	865	14182	0.58	7.74e-01	Fisher-Exact		
Cognitive_performance	3	124	865	14182	0.38	8.99e-02	Fisher-Exact		
Colorectal_cancer	8	47	865	14182	3.18	6.99e-03	Fisher-Exact		
Common_traits_Other	1	22	865	14182	0.73	1.00e+00	Fisher-Exact		
Complement_C3_and_C4_levels	3	58	865	14182	0.84	1.00e+00	Fisher-Exact		
Conduct_disorder_interaction	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
Corneal_astigmatism	0	30	865	14182	0.00	2.58e-01	Fisher-Exact		
Corneal_structure	1	31	865	14182	0.51	1.00e+00	Fisher-Exact		
Coronary_heart_disease	13	157	865	14182	1.00	3.27e-01	Chi-squared		
C-reactive_protein	6	46	865	14182	2.32	5.92e-02	Fisher-Exact		
Crohns_disease	13	232	865	14182	0.00	8.57e-01	Chi-squared		
D-dimer_levels	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
Dental_caries	2	65	865	14182	0.49	4.37e-01	Fisher-Exact		
Diabetic_retinopathy	1	28	865	14182	0.57	1.00e+00	Fisher-Exact		
Dialysis-related_mortality	2	26	865	14182	1.28	6.71e-01	Fisher-Exact		
Diastolic_blood_pressure	6	36	865	14182	3.09	2.05e-02	Fisher-Exact		
Disc_degeneration_lumbar	2	112	865	14182	0.28	6.97e-02	Fisher-Exact		
DNA_methylation_variation	0	19	865	14182	0.00	6.26e-01	Fisher-Exact		
Eating_disorders	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences	1	17	865	14182	0.96	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_environmentalism	0	21	865	14182	0.00	6.36e-01	Fisher-Exact		
Economic_and_political_preferences_immigration-crime	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
Electrocardiographic_traits	0	19	865	14182	0.00	6.26e-01	Fisher-Exact		
Endometriosis	1	27	865	14182	0.59	1.00e+00	Fisher-Exact		
End-stage_coagulation	2	23	865	14182	1.47	6.48e-01	Fisher-Exact		
Erectile_dysfunction_and_prostate_cancer_treatment	1	23	865	14182	0.70	1.00e+00	Fisher-Exact		
Estradiol_plasma_levels_breast_cancer	2	18	865	14182	1.93	3.01e-01	Fisher-Exact		
Fasting_glucose-related_traits	1	17	865	14182	0.96	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits_interaction_with_BMI	3	31	865	14182	1.65	4.35e-01	Fisher-Exact		
Fasting_insulin-related_traits_interaction_with_BMI	1	20	865	14182	0.81	1.00e+00	Fisher-Exact		
F-cell_distribution	3	30	865	14182	1.71	4.27e-01	Fisher-Exact		
Follicular_lymphoma	0	22	865	14182	0.00	6.42e-01	Fisher-Exact		
Glycated_hemoglobin_levels	2	17	865	14182	2.06	2.78e-01	Fisher-Exact		
Graves_disease	4	79	865	14182	0.82	1.00e+00	Fisher-Exact		
Hair_morphology	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
HDL_cholesterol	14	106	865	14182	2.00	4.16e-03	Chi-squared		
Heart_failure	0	17	865	14182	0.00	6.21e-01	Fisher-Exact		
Heart_rate	4	37	865	14182	1.87	2.84e-01	Fisher-Exact		
Height	37	514	865	14182	1.00	3.34e-01	Chi-squared		
Hematological_and_biochemical_traits	2	27	865	14182	1.23	6.79e-01	Fisher-Exact		
Hematological_parameters	2	19	865	14182	1.81	3.24e-01	Fisher-Exact		
Hematology_traits	4	30	865	14182	2.37	1.07e-01	Fisher-Exact		
Hemostatic_factors_and_hematological_phenotypes	0	29	865	14182	0.00	2.58e-01	Fisher-Exact		
Hepatitis_B	1	32	865	14182	0.50	7.20e-01	Fisher-Exact		
Hepatitis_B_vaccine_response	0	20	865	14182	0.00	6.31e-01	Fisher-Exact		
Hepatitis_B_viral_clearance	1	16	865	14182	1.03	1.00e+00	Fisher-Exact		
Hepatitis_C_induced_liver_cirrhosis	0	38	865	14182	0.00	1.70e-01	Fisher-Exact		
Hepatocellular_carcinoma	0	29	865	14182	0.00	2.58e-01	Fisher-Exact		
Hip_geometry	0	16	865	14182	0.00	6.20e-01	Fisher-Exact		
Hippocampal_atrophy	1	31	865	14182	0.51	1.00e+00	Fisher-Exact		
HIV-1_control	6	138	865	14182	0.70	4.77e-01	Fisher-Exact		
HIV-1_susceptibility	1	15	865	14182	1.10	6.11e-01	Fisher-Exact		
Hodgkins_lymphoma	2	29	865	14182	1.14	6.96e-01	Fisher-Exact		
Hypertension	1	47	865	14182	0.33	3.67e-01	Fisher-Exact		
Hypothyroidism	1	33	865	14182	0.48	7.20e-01	Fisher-Exact		
IgA_nephropathy	2	26	865	14182	1.28	6.71e-01	Fisher-Exact		
IgE_grass_sensitization	1	15	865	14182	1.10	6.11e-01	Fisher-Exact		
IgE_levels	2	41	865	14182	0.79	1.00e+00	Fisher-Exact		
IgG_glycosylation	20	473	865	14182	0.00	1.03e-01	Chi-squared		
Immune_reponse_to_smallpox_secreted_IFN-alpha	0	39	865	14182	0.00	1.72e-01	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IL-2	0	17	865	14182	0.00	6.21e-01	Fisher-Exact		
Immune_response_to_smallpox_vaccine_IL-6	2	46	865	14182	0.70	1.00e+00	Fisher-Exact		
Immunoglobulin_A	1	23	865	14182	0.70	1.00e+00	Fisher-Exact		
Inattentive_symptoms	0	15	865	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_biomarkers	0	26	865	14182	0.00	4.04e-01	Fisher-Exact		
Inflammatory_bowel_disease	20	128	865	14182	2.00	1.44e-05	Chi-squared		
Information_processing_speed	2	25	865	14182	1.34	6.63e-01	Fisher-Exact		
Intelligence	3	55	865	14182	0.89	1.00e+00	Fisher-Exact		
Interstitial_lung_disease	1	24	865	14182	0.67	1.00e+00	Fisher-Exact		
Iron_status_biomarkers	4	30	865	14182	2.37	1.07e-01	Fisher-Exact		
Kawasaki_disease	2	25	865	14182	1.34	6.63e-01	Fisher-Exact		
LDL_cholesterol	15	93	865	14182	2.00	1.24e-04	Chi-squared		
Lipid_metabolism_phenotypes	12	47	865	14182	5.00	1.36e-07	Chi-squared		
Lipoprotein-associated_phospholipase_A2_activity_and_mass	5	19	865	14182	5.52	4.73e-03	Fisher-Exact		
Liver_enzyme_levels_gamma-glutamyl_transferase	5	26	865	14182	3.68	1.88e-02	Fisher-Exact		
Longevity	3	43	865	14182	1.16	7.45e-01	Fisher-Exact		
Lung_adenocarcinoma	1	29	865	14182	0.55	1.00e+00	Fisher-Exact		
